student_id,name,age,gender,grade,school,math_score,science_score,english_score,history_score,art_score,study_hours_per_day,attendance_percent,study_group,internet_access,parent_education,extracurricular
1647,Student_647,16,Female,10th,National Grammar,59.0,75.0,52.0,78.0,93.0,4.4,97.9,Group A,Yes,High School,No
1648,Student_648,18,Male,11th,Greenwood High,58.0,93.0,98.0,84.0,87.0,7.7,73.2,None,Yes,Bachelor,Yes
1649,Student_649,14,Male,10th,National Grammar,58.0,88.0,59.0,55.0,72.0,5.1,77.8,Group A,Yes,Bachelor,No
1650,Student_650,15,Male,12th,City Public School,51.0,56.0,74.0,81.0,72.0,7.9,98.7,Group C,Yes,High School,Yes
1651,Student_651,15,Male,12th,Sunrise Academy,76.0,99.0,44.0,36.0,52.0,6.8,67.4,Group C,Yes,Master,Yes
1652,Student_652,15,Female,10th,City Public School,81.0,98.0,48.0,75.0,67.0,0.8,90.7,Group A,No,Bachelor,Yes
1653,Student_653,16,Female,12th,National Grammar,56.0,38.0,68.0,75.0,73.0,5.4,65.1,None,Yes,Master,Yes
1654,Student_654,18,Female,10th,Greenwood High,76.0,99.0,45.0,45.0,49.0,,85.7,Group A,Yes,High School,Yes
1655,Student_655,18,Male,12th,City Public School,93.0,49.0,64.0,53.0,86.0,4.7,66.4,Group C,Yes,Master,No
1656,Student_656,14,Male,9th,Greenwood High,87.0,56.0,70.0,90.0,51.0,2.6,94.8,Group C,Yes,High School,No
1657,Student_657,14,Female,9th,City Public School,78.0,81.0,61.0,83.0,86.0,3.1,80.3,None,Yes,None,No
1658,Student_658,15,Male,9th,Greenwood High,67.0,80.0,41.0,91.0,80.0,7.4,63.4,Group A,No,Bachelor,Yes
1659,Student_659,14,Male,11th,Greenwood High,80.0,48.0,84.0,30.0,85.0,2.0,65.1,Group C,No,Bachelor,Yes
1660,Student_660,16,Male,11th,Sunrise Academy,74.0,84.0,44.0,78.0,71.0,7.1,77.2,Group C,Yes,Bachelor,No
1661,Student_661,18,Male,9th,Greenwood High,86.0,54.0,99.0,54.0,90.0,0.7,98.3,Group A,Yes,Bachelor,Yes
1662,Student_662,15,Female,11th,Sunrise Academy,87.0,,66.0,39.0,46.0,1.2,89.6,Group A,No,None,Yes
1663,Student_663,14,Female,12th,National Grammar,57.0,67.0,64.0,45.0,69.0,6.9,,Group B,Yes,Bachelor,No
1664,Student_664,16,Female,10th,National Grammar,53.0,93.0,47.0,87.0,53.0,5.2,70.2,None,No,High School,Yes
1665,Student_665,16,Male,10th,Sunrise Academy,74.0,77.0,94.0,58.0,97.0,6.1,79.7,None,Yes,Bachelor,Yes
1666,Student_666,14,Female,10th,Sunrise Academy,83.0,46.0,40.0,35.0,71.0,2.1,88.7,Group A,Yes,High School,No
1667,Student_667,18,Female,9th,City Public School,80.0,74.0,59.0,45.0,45.0,4.5,90.3,None,Yes,,Yes
1668,Student_668,14,Male,11th,City Public School,99.0,54.0,83.0,49.0,67.0,6.0,69.6,Group C,Yes,Bachelor,No
1669,Student_669,15,Male,12th,City Public School,46.0,72.0,62.0,72.0,54.0,5.2,87.5,Group A,No,Bachelor,Yes
1670,Student_670,14,Female,12th,National Grammar,80.0,37.0,71.0,55.0,86.0,4.0,84.6,Group A,Yes,Master,No
1671,Student_671,16,Female,9th,City Public School,52.0,62.0,50.0,62.0,96.0,7.7,98.2,Group A,Yes,Bachelor,Yes
1672,Student_672,14,Female,12th,Greenwood High,57.0,90.0,78.0,55.0,69.0,5.6,96.9,Group B,Yes,,No
1673,Student_673,18,Female,12th,Greenwood High,76.0,47.0,86.0,74.0,98.0,7.3,90.5,None,No,None,Yes
1674,Student_674,17,Male,12th,City Public School,52.0,71.0,93.0,92.0,47.0,6.0,87.6,Group B,Yes,Bachelor,No
1675,Student_675,14,Female,12th,Greenwood High,,83.0,63.0,96.0,50.0,6.0,67.3,Group C,No,High School,Yes
1676,Student_676,18,Female,11th,National Grammar,70.0,70.0,50.0,81.0,50.0,1.1,93.1,None,Yes,Bachelor,Yes
1677,Student_677,18,Male,12th,Greenwood High,41.0,88.0,68.0,97.0,97.0,3.2,74.2,Group B,Yes,High School,No
1678,Student_678,16,Female,10th,National Grammar,55.0,60.0,93.0,55.0,46.0,6.9,67.3,Group A,Yes,High School,Yes
1679,Student_679,18,Male,9th,Sunrise Academy,48.0,74.0,65.0,31.0,62.0,2.2,72.3,Group B,Yes,Bachelor,Yes
1680,Student_680,18,Male,11th,Sunrise Academy,,77.0,55.0,43.0,67.0,1.4,92.6,Group A,Yes,Master,Yes
1681,Student_681,18,Male,12th,Sunrise Academy,77.0,56.0,74.0,59.0,46.0,2.9,61.7,Group B,Yes,Bachelor,Yes
1682,Student_682,18,Female,11th,Sunrise Academy,50.0,54.0,59.0,78.0,56.0,2.2,75.5,Group B,Yes,Master,Yes
1683,Student_683,15,Female,12th,Greenwood High,,42.0,85.0,41.0,66.0,7.4,77.2,Group B,Yes,Master,Yes
1684,Student_684,15,Male,10th,City Public School,95.0,63.0,42.0,73.0,81.0,7.0,56.6,Group A,Yes,High School,Yes
1685,Student_685,16,Female,9th,Greenwood High,61.0,74.0,40.0,62.0,64.0,4.2,63.8,Group B,Yes,High School,No
1686,Student_686,14,Female,12th,National Grammar,72.0,64.0,97.0,42.0,83.0,1.0,92.2,None,Yes,Bachelor,Yes
1687,Student_687,18,Male,12th,Greenwood High,75.0,89.0,92.0,55.0,68.0,,92.4,None,Yes,Master,Yes
1688,Student_688,14,Male,12th,Greenwood High,84.0,50.0,86.0,50.0,92.0,5.2,68.2,None,No,,No
1689,Student_689,14,Female,12th,National Grammar,62.0,80.0,40.0,57.0,64.0,7.8,94.4,Group A,Yes,Master,No
1690,Student_690,16,Male,9th,Sunrise Academy,84.0,96.0,56.0,77.0,45.0,4.7,89.7,Group A,Yes,None,Yes
1691,Student_691,18,Female,9th,Sunrise Academy,84.0,41.0,41.0,69.0,45.0,3.0,,None,Yes,High School,Yes
1692,Student_692,18,Female,10th,Sunrise Academy,,79.0,68.0,95.0,61.0,4.4,88.7,None,Yes,Bachelor,No
1693,Student_693,17,Female,9th,City Public School,48.0,93.0,59.0,52.0,45.0,7.8,98.3,None,Yes,,Yes
1694,Student_694,14,Female,12th,National Grammar,63.0,90.0,45.0,77.0,97.0,5.7,75.7,Group C,Yes,High School,Yes
1695,Student_695,14,Male,10th,National Grammar,47.0,82.0,47.0,31.0,96.0,5.5,65.7,None,Yes,High School,Yes
1696,Student_696,15,Male,10th,Greenwood High,46.0,61.0,68.0,49.0,89.0,2.3,97.4,Group B,Yes,None,No
1697,Student_697,17,Male,10th,City Public School,75.0,87.0,87.0,88.0,74.0,6.1,82.2,Group C,No,Bachelor,Yes
1698,Student_698,15,Male,12th,Sunrise Academy,57.0,69.0,90.0,75.0,85.0,6.1,59.7,Group C,No,Master,No
1699,Student_699,15,Female,11th,City Public School,42.0,85.0,72.0,32.0,91.0,2.9,80.8,Group A,Yes,Master,No
1700,Student_700,15,Female,12th,National Grammar,67.0,71.0,42.0,84.0,47.0,4.1,77.5,Group B,Yes,Bachelor,Yes
1701,Student_701,16,Male,9th,National Grammar,45.0,91.0,99.0,41.0,90.0,2.7,93.5,Group A,No,Bachelor,No
1702,Student_702,16,Female,9th,Greenwood High,83.0,42.0,74.0,69.0,99.0,2.4,78.9,Group A,No,Bachelor,Yes
1703,Student_703,15,Female,12th,Greenwood High,83.0,54.0,44.0,95.0,55.0,,66.5,Group B,Yes,High School,Yes
1704,Student_704,17,Female,12th,National Grammar,60.0,87.0,66.0,45.0,68.0,2.6,,Group A,Yes,,Yes
1705,Student_705,14,Male,10th,Sunrise Academy,67.0,46.0,83.0,63.0,66.0,4.7,79.4,Group B,No,High School,Yes
1706,Student_706,17,Male,12th,Sunrise Academy,79.0,83.0,51.0,73.0,88.0,0.5,65.5,Group B,Yes,Bachelor,Yes
1707,Student_707,18,Male,10th,City Public School,,51.0,59.0,35.0,89.0,2.6,80.8,Group A,Yes,Master,Yes
1708,Student_708,16,Female,9th,National Grammar,93.0,98.0,84.0,93.0,70.0,7.1,,None,Yes,Bachelor,Yes
1709,Student_709,14,Male,10th,National Grammar,40.0,76.0,59.0,51.0,57.0,5.0,56.3,Group A,No,Bachelor,Yes
1710,Student_710,14,Male,12th,Sunrise Academy,75.0,63.0,48.0,47.0,45.0,5.1,83.4,Group C,No,High School,Yes
1711,Student_711,18,Male,9th,Sunrise Academy,60.0,53.0,78.0,41.0,68.0,3.5,70.7,Group A,Yes,Bachelor,No
1712,Student_712,18,Male,11th,National Grammar,99.0,45.0,43.0,81.0,54.0,5.6,68.2,Group B,Yes,Bachelor,Yes
1713,Student_713,15,Male,10th,Greenwood High,,84.0,90.0,80.0,79.0,1.9,72.7,Group C,Yes,Bachelor,No
1714,Student_714,16,Male,9th,National Grammar,74.0,92.0,93.0,77.0,68.0,6.6,70.4,Group B,No,High School,Yes
1715,Student_715,16,Female,10th,National Grammar,52.0,68.0,58.0,48.0,72.0,1.4,92.5,None,Yes,Master,Yes
1716,Student_716,17,Female,9th,Sunrise Academy,96.0,54.0,77.0,35.0,80.0,5.4,67.4,None,No,Bachelor,Yes
1717,Student_717,15,Male,9th,Sunrise Academy,88.0,84.0,66.0,56.0,60.0,3.1,88.0,Group C,Yes,Master,Yes
1718,Student_718,15,Male,10th,Greenwood High,93.0,44.0,84.0,82.0,84.0,6.1,59.2,None,No,Bachelor,Yes
1719,Student_719,15,Female,11th,Greenwood High,93.0,66.0,82.0,77.0,60.0,4.6,97.8,None,Yes,Master,Yes
1720,Student_720,15,Female,9th,City Public School,49.0,86.0,52.0,36.0,61.0,3.9,83.0,Group A,Yes,High School,No
1721,Student_721,16,Male,9th,National Grammar,92.0,49.0,52.0,88.0,95.0,1.8,86.8,Group A,Yes,None,No
1722,Student_722,16,Male,9th,Sunrise Academy,83.0,37.0,99.0,98.0,98.0,,68.4,None,Yes,High School,Yes
1723,Student_723,15,Male,11th,Greenwood High,86.0,71.0,96.0,40.0,59.0,7.8,73.5,None,No,High School,No
1724,Student_724,17,Male,11th,City Public School,92.0,74.0,61.0,44.0,60.0,6.7,65.1,Group A,Yes,Bachelor,Yes
1725,Student_725,14,Female,12th,City Public School,49.0,74.0,67.0,93.0,59.0,1.0,97.0,None,Yes,Bachelor,Yes
1726,Student_726,14,Male,10th,Sunrise Academy,85.0,90.0,91.0,32.0,78.0,3.3,77.0,None,Yes,Bachelor,No
1727,Student_727,17,Male,11th,Sunrise Academy,52.0,57.0,86.0,98.0,55.0,7.4,83.4,Group B,No,High School,Yes
1728,Student_728,15,Male,10th,City Public School,,45.0,92.0,52.0,45.0,4.3,88.0,None,Yes,Master,Yes
1729,Student_729,16,Male,12th,Greenwood High,77.0,98.0,84.0,82.0,59.0,5.5,71.7,Group C,Yes,None,Yes
1730,Student_730,14,Female,10th,City Public School,63.0,42.0,61.0,66.0,70.0,7.3,87.4,Group B,No,High School,Yes
1731,Student_731,18,Female,11th,National Grammar,41.0,90.0,82.0,38.0,95.0,7.1,85.4,Group C,Yes,Bachelor,Yes
1732,Student_732,18,Female,10th,National Grammar,61.0,94.0,58.0,44.0,48.0,4.3,86.8,None,Yes,Bachelor,Yes
1733,Student_733,17,Male,11th,Sunrise Academy,56.0,44.0,47.0,32.0,87.0,3.8,77.0,Group A,Yes,High School,Yes
1734,Student_734,15,Male,10th,Greenwood High,75.0,73.0,91.0,99.0,49.0,3.0,72.2,Group B,Yes,None,Yes
1735,Student_735,14,Female,11th,Greenwood High,53.0,62.0,47.0,46.0,79.0,5.9,65.0,Group A,No,Bachelor,No
1736,Student_736,15,Male,11th,National Grammar,49.0,83.0,81.0,55.0,57.0,2.7,92.1,Group B,No,None,Yes
1737,Student_737,14,Male,10th,City Public School,74.0,70.0,65.0,50.0,54.0,2.4,82.4,Group A,Yes,High School,No
1738,Student_738,17,Female,12th,Sunrise Academy,64.0,47.0,87.0,50.0,55.0,,75.0,Group B,Yes,Bachelor,No
1739,Student_739,17,Female,9th,City Public School,42.0,70.0,90.0,40.0,62.0,1.8,97.5,Group B,Yes,High School,No
1740,Student_740,18,Female,12th,City Public School,86.0,60.0,65.0,67.0,78.0,5.7,57.2,Group C,Yes,High School,No
1741,Student_741,15,Female,10th,City Public School,77.0,38.0,62.0,64.0,83.0,5.1,93.3,Group A,Yes,Bachelor,Yes
1742,Student_742,18,Male,12th,Greenwood High,56.0,98.0,82.0,43.0,85.0,4.1,99.9,Group C,No,Master,Yes
1743,Student_743,15,Male,11th,National Grammar,51.0,72.0,52.0,43.0,86.0,3.4,94.9,Group C,Yes,Master,Yes
1744,Student_744,18,Female,9th,Greenwood High,93.0,56.0,67.0,39.0,94.0,7.3,91.5,Group A,Yes,High School,No
1745,Student_745,16,Male,10th,National Grammar,91.0,36.0,48.0,41.0,67.0,0.7,71.8,Group B,No,High School,Yes
1746,Student_746,16,Female,10th,Sunrise Academy,63.0,65.0,59.0,67.0,51.0,6.3,65.4,Group C,No,High School,Yes
1747,Student_747,16,Female,10th,Sunrise Academy,,45.0,95.0,63.0,83.0,7.3,88.1,Group A,Yes,High School,Yes
1748,Student_748,16,Male,9th,City Public School,82.0,80.0,58.0,70.0,47.0,3.8,68.7,Group B,No,Bachelor,No
1749,Student_749,14,Female,11th,National Grammar,64.0,96.0,87.0,39.0,56.0,4.6,62.9,Group C,Yes,Bachelor,Yes
1750,Student_750,16,Male,10th,National Grammar,,98.0,78.0,46.0,51.0,7.6,90.4,Group C,Yes,Bachelor,Yes
1751,Student_751,17,Male,12th,National Grammar,97.0,44.0,90.0,46.0,93.0,2.1,69.1,Group C,Yes,High School,Yes
1752,Student_752,17,Male,10th,City Public School,99.0,74.0,51.0,96.0,70.0,4.4,96.1,Group B,Yes,High School,No
1753,Student_753,14,Male,10th,City Public School,65.0,58.0,54.0,91.0,77.0,4.1,92.8,Group C,Yes,Bachelor,Yes
1754,Student_754,16,Female,10th,Sunrise Academy,77.0,78.0,70.0,30.0,81.0,,93.1,Group B,No,High School,Yes
1755,Student_755,16,Male,10th,Greenwood High,40.0,,94.0,41.0,92.0,6.6,89.7,None,No,Bachelor,No
1756,Student_756,16,Female,11th,National Grammar,59.0,96.0,53.0,33.0,59.0,7.2,94.6,Group C,Yes,Bachelor,Yes
1757,Student_757,18,Female,12th,National Grammar,94.0,51.0,50.0,71.0,46.0,6.4,91.3,None,Yes,Bachelor,No
1758,Student_758,15,Female,11th,Greenwood High,67.0,,65.0,42.0,85.0,2.0,82.1,Group A,Yes,Bachelor,Yes
1759,Student_759,18,Female,12th,National Grammar,55.0,,81.0,33.0,51.0,1.2,68.3,Group C,Yes,Bachelor,Yes
1760,Student_760,15,Male,10th,City Public School,86.0,89.0,66.0,98.0,76.0,5.0,95.0,Group A,No,High School,No
1761,Student_761,16,Male,9th,City Public School,56.0,87.0,50.0,48.0,48.0,0.9,92.8,Group A,Yes,None,No
1762,Student_762,16,Female,11th,National Grammar,79.0,90.0,77.0,31.0,64.0,5.5,76.3,Group A,Yes,Bachelor,Yes
1763,Student_763,18,Female,9th,City Public School,67.0,43.0,73.0,41.0,94.0,,56.8,None,Yes,High School,Yes
1764,Student_764,18,Male,11th,City Public School,97.0,56.0,82.0,35.0,97.0,5.5,83.7,Group B,Yes,Bachelor,No
1765,Student_765,15,Female,10th,National Grammar,51.0,47.0,58.0,37.0,80.0,4.9,57.3,None,Yes,Bachelor,Yes
1766,Student_766,17,Male,11th,Sunrise Academy,66.0,82.0,45.0,80.0,76.0,3.7,96.7,None,Yes,Master,No
1767,Student_767,15,Female,10th,Greenwood High,93.0,52.0,85.0,40.0,72.0,2.0,98.3,Group A,Yes,Master,No
1768,Student_768,18,Male,11th,City Public School,92.0,74.0,91.0,92.0,57.0,2.8,63.5,Group C,Yes,None,Yes
1769,Student_769,18,Female,10th,Sunrise Academy,81.0,51.0,77.0,86.0,45.0,4.4,85.4,Group B,Yes,Master,No
1770,Student_770,14,Female,10th,City Public School,98.0,49.0,88.0,41.0,79.0,5.4,59.2,Group A,Yes,,Yes
1771,Student_771,18,Male,12th,City Public School,86.0,49.0,81.0,31.0,92.0,6.3,87.8,Group B,No,Bachelor,No
1772,Student_772,14,Female,10th,Greenwood High,69.0,97.0,67.0,37.0,74.0,6.3,70.6,None,No,None,Yes
1773,Student_773,17,Female,12th,City Public School,80.0,73.0,40.0,40.0,98.0,7.8,85.6,Group B,No,Master,No
1774,Student_774,15,Male,10th,Greenwood High,73.0,47.0,74.0,82.0,80.0,2.6,71.8,Group B,Yes,High School,No
1775,Student_775,15,Female,9th,Greenwood High,76.0,66.0,79.0,39.0,99.0,1.0,61.6,Group C,Yes,Bachelor,No
1776,Student_776,14,Male,10th,Greenwood High,45.0,43.0,47.0,37.0,69.0,3.1,73.3,Group A,Yes,None,No
1777,Student_777,15,Male,9th,Sunrise Academy,46.0,74.0,98.0,65.0,60.0,6.1,60.1,Group B,No,Bachelor,Yes
1778,Student_778,18,Female,9th,National Grammar,71.0,54.0,91.0,43.0,63.0,3.8,81.0,Group B,Yes,High School,Yes
1779,Student_779,16,Female,10th,Sunrise Academy,71.0,97.0,93.0,83.0,45.0,6.6,56.8,None,Yes,High School,No
1780,Student_780,14,Female,9th,National Grammar,92.0,78.0,86.0,50.0,49.0,4.6,78.7,None,Yes,High School,No
1781,Student_781,15,Female,12th,National Grammar,64.0,,95.0,79.0,95.0,7.5,94.9,Group B,Yes,High School,No
1782,Student_782,14,Female,11th,Greenwood High,72.0,94.0,46.0,68.0,66.0,7.6,92.7,Group A,Yes,High School,No
1783,Student_783,14,Female,10th,City Public School,94.0,82.0,50.0,49.0,68.0,1.0,94.7,Group B,Yes,Bachelor,Yes
1784,Student_784,16,Female,9th,Greenwood High,97.0,52.0,78.0,36.0,87.0,3.9,96.5,Group B,No,Bachelor,Yes
1785,Student_785,18,Male,10th,City Public School,,50.0,43.0,38.0,89.0,5.1,59.7,Group C,Yes,Bachelor,Yes
1786,Student_786,14,Female,12th,National Grammar,91.0,89.0,64.0,30.0,96.0,2.4,60.8,Group A,No,Bachelor,No
1787,Student_787,15,Male,10th,Greenwood High,96.0,73.0,51.0,55.0,81.0,3.6,80.1,Group C,Yes,None,Yes
1788,Student_788,17,Female,10th,City Public School,51.0,93.0,65.0,67.0,97.0,5.6,95.2,Group A,No,High School,No
1789,Student_789,14,Female,9th,Sunrise Academy,55.0,96.0,77.0,67.0,80.0,2.2,98.8,Group A,Yes,High School,Yes
1790,Student_790,14,Male,12th,City Public School,55.0,47.0,85.0,90.0,80.0,5.0,57.1,Group A,Yes,Master,Yes
1791,Student_791,16,Female,11th,Greenwood High,82.0,40.0,51.0,73.0,48.0,5.7,71.0,Group C,Yes,Master,Yes
1792,Student_792,18,Female,11th,Sunrise Academy,92.0,94.0,82.0,73.0,80.0,1.2,64.6,Group C,Yes,,Yes
1793,Student_793,17,Male,9th,City Public School,75.0,48.0,90.0,91.0,96.0,4.2,89.0,Group C,Yes,None,No
1794,Student_794,15,Female,10th,City Public School,52.0,88.0,92.0,35.0,97.0,2.5,83.8,None,Yes,Master,Yes
1795,Student_795,17,Female,9th,City Public School,46.0,38.0,76.0,46.0,62.0,5.9,,Group C,Yes,Master,Yes
1796,Student_796,15,Female,9th,City Public School,75.0,73.0,85.0,80.0,94.0,1.9,76.8,None,Yes,Master,Yes
1797,Student_797,18,Male,9th,City Public School,86.0,59.0,92.0,67.0,60.0,7.2,85.8,None,No,Bachelor,No
1798,Student_798,15,Female,10th,Sunrise Academy,90.0,66.0,63.0,53.0,85.0,3.7,90.1,None,No,Bachelor,No
1799,Student_799,16,Female,12th,National Grammar,48.0,93.0,55.0,80.0,62.0,,55.9,Group B,Yes,High School,Yes
1800,Student_800,16,Female,9th,Sunrise Academy,71.0,97.0,96.0,39.0,66.0,3.8,95.1,Group B,Yes,Bachelor,No
1801,Student_801,16,Female,10th,Sunrise Academy,50.0,72.0,52.0,50.0,46.0,3.6,80.6,Group B,No,Bachelor,Yes
1802,Student_802,16,Male,12th,Sunrise Academy,47.0,87.0,64.0,99.0,65.0,3.7,91.5,None,Yes,Bachelor,Yes
1803,Student_803,17,Male,9th,National Grammar,72.0,62.0,93.0,86.0,80.0,4.9,91.4,None,Yes,Bachelor,No
1804,Student_804,18,Female,11th,Greenwood High,62.0,37.0,93.0,68.0,88.0,4.4,63.5,Group A,Yes,High School,Yes
1805,Student_805,15,Female,12th,National Grammar,64.0,56.0,96.0,62.0,83.0,1.6,60.0,None,Yes,High School,No
1806,Student_806,15,Male,9th,Sunrise Academy,95.0,72.0,91.0,88.0,91.0,1.0,87.5,Group B,Yes,High School,Yes
1807,Student_807,16,Male,12th,City Public School,47.0,96.0,93.0,47.0,83.0,6.0,62.0,None,Yes,High School,No
1808,Student_808,16,Female,12th,City Public School,84.0,91.0,43.0,85.0,73.0,4.7,93.2,None,Yes,Bachelor,Yes
1809,Student_809,14,Male,12th,Sunrise Academy,61.0,40.0,50.0,86.0,98.0,3.2,87.7,Group A,Yes,Bachelor,Yes
1810,Student_810,18,Female,12th,City Public School,98.0,66.0,71.0,77.0,70.0,6.6,92.9,None,No,Bachelor,No
1811,Student_811,17,Male,12th,Sunrise Academy,43.0,44.0,88.0,71.0,65.0,3.4,68.5,Group C,Yes,High School,Yes
1812,Student_812,15,Male,12th,City Public School,79.0,37.0,46.0,56.0,61.0,6.5,69.2,Group A,Yes,,Yes
1813,Student_813,14,Male,9th,National Grammar,42.0,93.0,85.0,81.0,60.0,2.8,85.2,None,Yes,None,Yes
1814,Student_814,14,Male,11th,Greenwood High,68.0,83.0,97.0,71.0,75.0,1.0,56.4,None,Yes,Bachelor,Yes
1815,Student_815,15,Female,10th,Greenwood High,,93.0,50.0,61.0,95.0,,87.7,Group A,Yes,High School,Yes
1816,Student_816,17,Male,12th,National Grammar,68.0,65.0,67.0,55.0,53.0,3.5,92.6,None,Yes,High School,Yes
1817,Student_817,14,Male,10th,National Grammar,73.0,96.0,93.0,54.0,75.0,6.4,73.7,Group B,Yes,Master,No
1818,Student_818,14,Female,9th,Sunrise Academy,73.0,86.0,80.0,52.0,58.0,2.6,89.4,Group C,Yes,Bachelor,Yes
1819,Student_819,18,Male,12th,Sunrise Academy,67.0,75.0,62.0,86.0,93.0,5.3,62.9,Group C,Yes,None,No
1820,Student_820,17,Male,11th,Sunrise Academy,52.0,65.0,84.0,81.0,81.0,7.0,69.5,Group B,Yes,High School,Yes
1821,Student_821,14,Female,10th,City Public School,54.0,56.0,62.0,60.0,46.0,0.8,98.8,None,No,Bachelor,Yes
1822,Student_822,17,Male,12th,Sunrise Academy,99.0,38.0,89.0,93.0,96.0,6.7,99.4,None,Yes,High School,Yes
1823,Student_823,15,Female,9th,National Grammar,62.0,47.0,67.0,62.0,92.0,4.8,78.1,Group C,Yes,Master,Yes
1824,Student_824,16,Female,11th,Greenwood High,83.0,79.0,82.0,31.0,90.0,5.1,97.0,None,Yes,Bachelor,Yes
1825,Student_825,14,Female,10th,City Public School,65.0,76.0,86.0,47.0,58.0,4.4,78.5,Group C,Yes,Bachelor,Yes
1826,Student_826,18,Female,10th,Sunrise Academy,43.0,83.0,96.0,76.0,77.0,7.1,68.1,Group C,No,Bachelor,Yes
1827,Student_827,15,Male,12th,City Public School,65.0,54.0,65.0,62.0,79.0,,67.0,Group B,Yes,High School,Yes
1828,Student_828,17,Female,11th,City Public School,79.0,88.0,64.0,64.0,83.0,2.5,96.8,Group C,Yes,High School,Yes
1829,Student_829,15,Male,11th,Sunrise Academy,48.0,70.0,93.0,80.0,91.0,7.1,62.8,None,Yes,High School,Yes
1830,Student_830,14,Male,11th,City Public School,94.0,35.0,68.0,47.0,95.0,6.1,81.1,None,Yes,,No
1831,Student_831,17,Male,11th,Greenwood High,44.0,49.0,58.0,59.0,64.0,0.6,80.0,Group A,Yes,High School,Yes
1832,Student_832,16,Male,9th,National Grammar,95.0,51.0,72.0,73.0,46.0,4.4,88.3,None,Yes,Master,Yes
1833,Student_833,15,Male,11th,National Grammar,71.0,58.0,75.0,82.0,95.0,4.5,77.5,Group A,Yes,High School,Yes
1834,Student_834,14,Male,10th,Greenwood High,59.0,92.0,53.0,39.0,85.0,3.5,67.3,Group C,No,High School,Yes
1835,Student_835,18,Male,10th,City Public School,89.0,57.0,53.0,81.0,63.0,2.7,62.6,None,Yes,None,Yes
1836,Student_836,17,Male,9th,Sunrise Academy,50.0,80.0,74.0,78.0,81.0,5.6,82.9,Group B,Yes,None,No
1837,Student_837,15,Male,10th,City Public School,54.0,42.0,69.0,40.0,62.0,2.1,87.4,Group B,No,High School,No
1838,Student_838,15,Male,10th,Greenwood High,71.0,93.0,67.0,95.0,60.0,,,Group B,No,High School,No
1839,Student_839,16,Female,11th,City Public School,67.0,93.0,56.0,87.0,48.0,6.5,88.2,Group C,Yes,,No
1840,Student_840,16,Female,10th,National Grammar,61.0,47.0,42.0,65.0,56.0,3.6,61.4,Group C,Yes,Bachelor,Yes
1841,Student_841,18,Female,9th,City Public School,80.0,73.0,55.0,62.0,73.0,2.6,94.7,Group A,No,Bachelor,Yes
1842,Student_842,18,Male,11th,Greenwood High,56.0,62.0,85.0,76.0,51.0,2.6,81.2,Group B,Yes,None,No
1843,Student_843,14,Female,12th,National Grammar,98.0,95.0,69.0,42.0,58.0,4.1,60.7,Group A,Yes,Bachelor,Yes
1844,Student_844,14,Female,11th,City Public School,65.0,50.0,91.0,69.0,99.0,5.9,75.8,Group A,No,Bachelor,Yes
1845,Student_845,18,Female,9th,City Public School,83.0,36.0,68.0,97.0,56.0,3.2,93.0,None,Yes,Master,No
1846,Student_846,18,Male,11th,National Grammar,46.0,51.0,84.0,71.0,79.0,5.1,95.4,None,Yes,Bachelor,No
1847,Student_847,17,Male,11th,Sunrise Academy,81.0,64.0,54.0,48.0,49.0,3.4,66.9,Group B,Yes,High School,Yes
1848,Student_848,16,Male,9th,National Grammar,96.0,47.0,85.0,48.0,61.0,2.8,87.0,Group C,Yes,Bachelor,Yes
1849,Student_849,14,Male,11th,Sunrise Academy,65.0,47.0,95.0,87.0,86.0,0.7,,None,No,Bachelor,No
1850,Student_850,16,Female,9th,Greenwood High,64.0,77.0,64.0,52.0,76.0,0.5,,Group C,Yes,High School,No
1851,Student_851,16,Female,9th,Greenwood High,49.0,55.0,90.0,83.0,54.0,2.2,80.2,Group A,No,Master,No
1852,Student_852,18,Female,12th,National Grammar,98.0,89.0,77.0,94.0,87.0,3.5,86.3,Group A,Yes,High School,No
1853,Student_853,17,Female,10th,National Grammar,84.0,74.0,81.0,41.0,61.0,6.9,90.8,Group A,Yes,Master,Yes
1854,Student_854,15,Male,10th,Greenwood High,58.0,49.0,98.0,53.0,49.0,6.5,70.3,Group A,Yes,Bachelor,Yes
1855,Student_855,17,Male,11th,Sunrise Academy,50.0,86.0,86.0,63.0,89.0,2.5,55.3,Group B,Yes,Bachelor,Yes
1856,Student_856,17,Male,11th,Greenwood High,52.0,87.0,92.0,82.0,86.0,2.3,76.6,Group A,No,Bachelor,Yes
1857,Student_857,16,Female,12th,National Grammar,92.0,86.0,93.0,37.0,53.0,2.2,55.7,None,Yes,Bachelor,No
1858,Student_858,17,Male,12th,Greenwood High,47.0,64.0,91.0,47.0,93.0,,59.1,Group A,Yes,Bachelor,No
1859,Student_859,14,Male,12th,National Grammar,79.0,67.0,97.0,86.0,77.0,4.2,69.7,Group C,Yes,Master,Yes
1860,Student_860,16,Female,9th,National Grammar,43.0,91.0,77.0,34.0,80.0,,74.7,None,No,Bachelor,Yes
1861,Student_861,14,Female,12th,Greenwood High,86.0,86.0,62.0,55.0,80.0,2.1,67.6,Group C,Yes,Master,Yes
1862,Student_862,15,Male,12th,Sunrise Academy,70.0,43.0,64.0,59.0,62.0,1.5,81.2,Group C,Yes,Master,No
